N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
2,uniform,kd_tree,90,4.0,euclidean,0.06768221732992369
2,uniform,kd_tree,80,3.5,cityblock,0.06453219083457397
6,uniform,brute,20,1.5,l2,0.06158027108542141
1,distance,ball_tree,100,3.5,euclidean,0.07253986797592583
2,distance,kd_tree,20,2.0,manhattan,0.06367032800705778
8,uniform,kd_tree,40,2.0,l1,0.05636202098833514
1,distance,brute,40,2.5,euclidean,0.07253986797592583
2,distance,kd_tree,30,1.5,cityblock,0.06367032800705778
10,distance,brute,80,3.5,cityblock,0.055587230900884826
1,uniform,kd_tree,40,2.0,euclidean,0.07253986797592583
6,distance,ball_tree,70,2.5,l1,0.05602544454210332
10,uniform,kd_tree,90,3.0,manhattan,0.0561206099020406
8,uniform,kd_tree,50,3.0,manhattan,0.05636202098833514
8,uniform,brute,10,3.0,euclidean,0.061424405978023865
6,uniform,kd_tree,70,1.0,cityblock,0.05646730083162371
2,uniform,kd_tree,30,3.0,manhattan,0.06453219083457397
5,distance,kd_tree,70,4.0,manhattan,0.05603671229560442
