N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
10,uniform,kd_tree,60,2.0,manhattan,385.9852434944238
4,distance,ball_tree,70,1.0,l1,334.9707117631439
8,uniform,brute,80,4.0,l1,367.68379646840145
10,uniform,brute,40,3.0,l1,371.9459107806691
3,distance,kd_tree,30,4.0,l1,377.0261468401486
3,distance,kd_tree,10,1.5,l2,356.02150557335074
1,uniform,brute,40,4.0,euclidean,458.78278810408926
4,uniform,kd_tree,20,1.0,l2,355.1532063197025
7,uniform,ball_tree,70,2.5,euclidean,389.4704381306428
7,uniform,ball_tree,30,4.0,euclidean,383.9752734997345
9,distance,ball_tree,30,1.0,euclidean,390.9756333412168
1,distance,ball_tree,90,1.5,l2,433.12392193308546
3,uniform,brute,70,4.5,l2,342.01026641883504
5,distance,kd_tree,90,2.0,cityblock,339.33596999468944
3,distance,brute,10,1.0,euclidean,341.5872200874123
6,uniform,kd_tree,40,2.0,euclidean,372.713324039653
9,distance,ball_tree,10,4.0,manhattan,367.60531805636504
3,uniform,ball_tree,40,3.5,manhattan,361.230179677819
4,uniform,ball_tree,80,2.5,cityblock,336.00421468401476
7,uniform,ball_tree,30,1.0,euclidean,383.9752734997345
5,distance,ball_tree,50,3.5,l2,355.8090230628094
5,distance,brute,20,1.0,l1,337.66741171003747
4,distance,ball_tree,80,2.0,l1,334.9707117631439
6,uniform,ball_tree,50,4.0,manhattan,360.5645755885996
6,uniform,brute,40,4.5,manhattan,344.0910377942999
8,distance,brute,70,1.5,cityblock,348.3674483850885
6,distance,ball_tree,30,2.0,euclidean,361.39528623069725
9,distance,ball_tree,40,3.0,euclidean,387.38584528401367
8,uniform,ball_tree,50,4.5,cityblock,379.81218401487007
1,uniform,ball_tree,20,2.5,manhattan,493.16526022304845
8,uniform,ball_tree,40,3.0,manhattan,379.81218401487007
7,distance,brute,50,4.5,euclidean,373.6682558266071
1,distance,ball_tree,80,1.5,l2,433.12392193308546
5,distance,ball_tree,40,4.0,euclidean,355.8090230628094
